11,2
12,7
13,1
14,9
15,2
16,9
17,2
18,1
19,3
20,8
21,3
22,8
23,2
24,2
25,2
26,3
27,8
28,1
29,8
30,3
31,1
32,6
33,2
34,3
35,2
36,3
37,8
38,3
39,3
40,2
41,6
42,2
43,2
44,1
45,2
46,8
47,3
48,8
49,2
50,2
51,5
52,3
53,2
54,4
55,3
56,2
57,1
58,1
59,3
60,9
61,2
62,8
63,3
64,8
65,2
66,9
67,4
68,9
69,3
70,3
71,3
72,2
73,3
74,2
75,3
76,2
77,2
78,7
79,2
80,3
81,6
82,7
83,6
84,3
85,2
86,1
87,9
88,2
89,8
90,9
91,3
92,1
93,1
94,2
95,3
96,9
97,8
98,8
99,8
100,3
101,1
102,3
103,7
104,9
105,3
106,2
107,2
108,4
109,9
110,3
111,3
112,3
113,1
114,9
115,2
116,3
117,9
118,2
119,8
120,1
121,9
122,1
123,2
124,2
125,3
126,8
127,3
128,3
129,2
130,8
131,9
132,3
133,6
134,8
135,3
136,3
137,3
138,2
139,3
140,8
141,2
142,8
143,3
144,3
145,3
146,3
147,8
148,2
149,3
150,3
151,2
152,1
153,2
154,8
155,2
156,3
157,2
158,3
159,8
160,6
161,3
162,2
163,2
164,3
165,2
166,9
167,8
168,9
169,1
170,3
171,2
172,6
173,6
174,9
175,8
176,1
177,7
178,7
179,3
180,3
181,2
182,1
183,1
184,8
185,7
186,3
187,6
188,1
189,3
190,3
191,3
192,3
193,9
194,2
195,7
196,3
197,2
198,6
199,3
200,2
201,3
202,6
203,2
204,9
205,3
206,2
207,1
208,2
209,6
210,8
211,7
212,8
213,3
214,3
215,2
216,2
217,1
218,3
219,2
220,1
221,6
222,3
223,2
224,2
225,2
226,8
227,6
228,7
229,1
230,7
231,2
232,9
233,8
234,3
235,1
236,6
237,7
238,7
239,2
240,3
241,1
242,1
243,3
244,1
245,9
246,6
247,1
248,3
249,2
250,2
251,2
252,3
253,3
254,2
255,3
256,2
257,2
258,2
259,3
260,3
261,8
262,3
263,3
264,3
265,3
266,2
267,2
268,2
269,3
270,3
271,6
272,2
273,3
274,9
275,8
276,3
277,2
278,3
279,3
280,2
281,1
282,1
283,6
284,1
285,2
286,2
287,9
288,3
289,3
290,8
291,8
292,3
293,9
294,3
295,2
296,1
297,3
298,8
299,2
300,2
301,2
302,3
303,3
304,2
305,6
306,3
307,3
308,2
309,2
310,3
311,3
312,3
313,8
314,3
315,7
316,3
317,3
318,2
319,2
320,8
321,1
322,3
323,3
324,8
325,3
326,6
327,3
328,2
329,3
330,3
331,3
332,2
333,8
334,3
335,7
336,9
337,2
338,1
339,8
340,4
341,2
342,2
343,6
344,2
345,8
346,3
347,2
348,3
349,3
350,2
351,1
352,9
353,9
354,8
355,8
356,1
357,3
358,8
359,3
360,3
361,2
362,2
363,9
364,8
365,2
366,7
367,2
368,3
369,6
370,2
371,3
372,9
373,9
374,8
375,3
376,8
377,1
378,1
379,8
380,1
381,9
382,2
383,9
384,2
385,2
386,3
387,3
388,4
389,3
390,3
391,3
392,3
393,2
394,3
395,8
396,3
397,3
398,9
399,3
400,1
401,8
402,3
403,2
404,2
405,3
